0.000	-5.32144e-07	-4.10289e-06
0.001	-4.15252e-06	-6.78158e-06
0.002	-3.94468e-06	-2.14064e-06
0.003	-2.66205e-06	-3.77121e-06
0.004	-2.53833e-06	-5.02935e-06
0.005	-2.75466e-06	-5.45955e-06
0.006	-7.66538e-08	-4.92599e-06
0.007	-3.15141e-06	-5.89732e-06
0.008	-3.67937e-06	-2.55060e-06
0.009	-1.01662e-07	-4.08482e-06
0.010	-3.15095e-06	-4.63396e-06
0.011	-3.63649e-06	-5.07547e-06
0.012	-9.61805e-07	-1.59429e-06
0.013	-2.06207e-06	-2.90380e-06
0.014	-1.83271e-06	-4.57861e-06
0.015	-9.65023e-07	-2.01553e-06
0.016	-7.53458e-07	-4.11218e-06
0.017	-3.38661e-06	-4.64386e-06
0.018	-1.47156e-06	-2.87900e-06
0.019	-1.99450e-06	-7.11205e-06
0.020	-3.85968e-06	-4.24262e-06
0.021	-1.95263e-06	-4.16253e-06
0.022	-8.42192e-07	-4.95814e-06
0.023	-1.83676e-06	-2.89433e-06
0.024	1.02724e-07	-3.65512e-06
0.025	-5.29677e-06	-5.98740e-06
0.026	-2.97869e-06	-4.20562e-06
0.027	-7.75521e-07	-2.84977e-06
0.028	-3.72783e-06	-3.81596e-06
0.029	-2.69809e-06	-2.08830e-06
0.030	-2.56613e-06	-2.92497e-06
0.031	-2.54420e-06	-5.02960e-06
0.032	-3.13632e-06	-3.79113e-06
0.033	-4.81092e-07	-1.99521e-06
0.034	-3.59072e-06	-4.23131e-06
0.035	-3.65935e-06	-1.70756e-06
0.036	-2.39397e-07	-2.82727e-06
0.037	-2.86173e-07	-7.23696e-07
0.038	-2.17927e-06	-2.48760e-06
0.039	-4.94703e-07	-1.57468e-06
0.040	-2.09702e-06	-2.90527e-06
0.041	-6.29012e-07	-1.15920e-06
0.042	-3.28847e-07	-1.98882e-06
0.043	-2.50329e-06	-3.34343e-06
0.044	-1.49912e-06	-7.74626e-07
0.045	1.10460e-08	-2.81674e-06
0.046	-2.07985e-06	-2.48343e-06
0.047	-6.70825e-07	-2.00318e-06
0.048	7.81732e-07	-1.52108e-06
0.049	6.43625e-08	-2.81451e-06
0.050	-9.14057e-07	9.21627e-08
0.051	1.44715e-08	-1.13218e-06
0.052	-2.73721e-06	-8.26614e-07
0.053	-2.95450e-06	-1.25685e-06
0.054	2.81346e-06	-1.01466e-06
0.055	-2.03102e-06	-1.63918e-06
0.056	-4.16502e-06	-1.72879e-06
0.057	1.16267e-06	-6.62859e-07
0.058	-3.13331e-06	-1.02256e-09
0.059	-1.58783e-06	-1.19946e-06
0.060	-4.20623e-08	5.49888e-07
0.061	-7.10274e-07	1.00719e-07
0.062	-2.61088e-06	1.28425e-06
0.063	2.05167e-07	-2.81953e-07
0.064	3.14566e-08	-7.10358e-07
0.065	-3.55920e-07	5.36710e-07
0.066	-1.45551e-06	9.11650e-07
0.067	1.72643e-06	-2.74472e-06
0.068	-3.24159e-06	2.09999e-06
0.069	4.91312e-07	5.72284e-07
0.070	-1.80186e-07	-7.19245e-07
0.071	-1.91172e-06	-1.21306e-06
0.072	2.32097e-06	1.07022e-06
0.073	6.28515e-07	-6.85289e-07
0.074	-1.86165e-07	1.22726e-07
0.075	2.38776e-06	6.51916e-07
0.076	1.42004e-06	-1.07316e-06
0.077	2.39290e-07	9.82814e-07
0.078	3.30157e-06	6.90286e-07
0.079	-7.61083e-08	-2.93764e-07
0.080	-1.90806e-06	4.71536e-07
0.081	1.60394e-06	2.30345e-06
0.082	-7.86916e-07	-1.58694e-06
0.083	1.41410e-06	2.29548e-06
0.084	2.53050e-06	1.92124e-06
0.085	1.43723e-06	1.90892e-07
0.086	-8.96102e-07	3.04067e-06
0.087	1.90902e-06	2.31625e-06
0.088	1.37953e-06	1.45180e-06
0.089	4.23293e-07	2.25387e-06
0.090	1.02311e-06	1.73503e-07
0.091	2.78261e-06	6.68495e-07
0.092	-2.99839e-06	1.68909e-06
0.093	4.14434e-06	1.56790e-06
0.094	2.18489e-06	1.48562e-06
0.095	-1.46753e-06	1.33226e-06
0.096	3.90081e-06	1.55767e-06
0.097	2.41897e-06	1.49545e-06
0.098	6.09179e-07	2.68277e-06
0.099	4.93710e-06	3.70672e-06
0.100	1.62075e-06	1.88304e-06
0.101	5.19136e-07	2.67898e-06
0.102	5.67695e-06	3.31667e-06
0.103	3.71638e-06	3.65545e-06
0.104	1.18375e-06	3.54911e-06
0.105	3.66355e-06	1.96882e-06
0.106	1.95824e-06	2.31833e-06
0.107	-1.53930e-07	5.45191e-07
0.108	2.90944e-06	4.46379e-06
0.109	1.10099e-07	2.24072e-06
0.110	2.23433e-06	4.85657e-06
0.111	3.52135e-06	6.17393e-06
0.112	2.09078e-07	9.81543e-07
0.113	-2.21101e-07	2.64791e-06
0.114	2.83143e-06	4.46053e-06
0.115	1.80148e-06	2.31174e-06
0.116	1.56356e-06	2.72284e-06
0.117	2.60082e-06	4.45085e-06
0.118	4.46108e-07	4.36036e-06
0.119	2.71083e-06	4.87657e-06
0.120	3.81130e-06	4.50167e-06
0.121	2.71069e-06	4.87657e-06
0.122	7.78136e-07	4.37431e-06
0.123	3.27669e-06	5.74256e-06
0.124	1.81244e-06	3.99662e-06
0.125	1.98277e-06	2.74044e-06
0.126	2.91593e-06	4.04296e-06
0.127	2.90921e-06	4.04268e-06
0.128	4.05289e-06	3.66959e-06
0.129	4.81776e-06	4.96504e-06
0.130	6.69942e-07	5.63310e-06
0.131	1.33321e-06	5.23983e-06
0.132	5.73799e-06	5.42479e-06
0.133	4.77072e-06	4.12084e-06
0.134	4.55708e-06	6.63853e-06
0.135	5.48840e-06	7.94095e-06
0.136	3.71799e-06	4.91886e-06
0.137	-6.12428e-08	7.28681e-06
0.138	4.42371e-06	9.15958e-06
0.139	2.76369e-06	5.72101e-06
0.140	2.38000e-06	6.12602e-06
0.141	4.51988e-06	6.21587e-06
0.142	4.39006e-06	9.57928e-06
0.143	2.86550e-06	7.40971e-06
0.144	5.80112e-06	8.37520e-06
0.145	4.04529e-06	7.45925e-06
0.146	3.18729e-06	7.84433e-06
0.147	6.96509e-06	8.00297e-06
0.148	5.89971e-06	6.69491e-06
0.149	1.25360e-06	9.86868e-06
0.150	5.39768e-06	1.08850e-05
0.151	1.26812e-06	8.18486e-06
0.152	5.68973e-07	9.41884e-06
0.153	5.20078e-06	8.34999e-06
0.154	5.39385e-06	8.77921e-06
0.155	1.27949e-06	9.02756e-06
0.156	4.93668e-06	1.17078e-05
0.157	2.74190e-06	9.93115e-06
0.158	3.91900e-06	8.29617e-06
0.159	7.12766e-06	1.22208e-05
0.160	5.38241e-06	9.62095e-06
0.161	2.23962e-06	1.03312e-05
0.162	3.17817e-06	1.07917e-05
0.163	5.13606e-06	8.76838e-06
0.164	2.98670e-06	1.07837e-05
0.165	6.05750e-06	1.13338e-05
0.166	6.63361e-06	1.13579e-05
0.167	2.93810e-06	1.16239e-05
0.168	7.05063e-06	1.22176e-05
0.169	4.45480e-06	1.21086e-05
0.170	5.36352e-06	1.29890e-05
0.171	5.61701e-06	1.34208e-05
0.172	4.00354e-06	1.20897e-05
0.173	3.18211e-06	1.37397e-05
0.174	7.87724e-06	1.30946e-05
0.175	5.78569e-06	1.21646e-05
0.176	5.30529e-06	1.42499e-05
0.177	8.43987e-06	1.52238e-05
0.178	5.49659e-06	1.42579e-05
0.179	2.54706e-06	1.32919e-05
0.180	4.93433e-06	1.59188e-05
0.181	5.19010e-06	1.42450e-05
0.182	5.29604e-06	1.59340e-05
0.183	8.92190e-06	1.65074e-05
0.184	4.96271e-06	1.42355e-05
0.185	5.69673e-06	1.72141e-05
0.186	7.73888e-06	1.64577e-05
0.187	4.50366e-06	1.46374e-05
0.188	4.14435e-06	1.58856e-05
0.189	5.86912e-06	1.72214e-05
0.190	5.73756e-06	2.01636e-05
0.191	4.09287e-06	1.71468e-05
0.192	8.79594e-06	1.94498e-05
0.193	5.48976e-06	1.76265e-05
0.194	4.83448e-06	1.75990e-05
0.195	8.55396e-06	1.94397e-05
0.196	4.80265e-06	1.92821e-05
0.197	8.27255e-06	1.94278e-05
0.198	7.39853e-06	2.10756e-05
0.199	6.60697e-06	1.97790e-05
0.200	3.73967e-06	2.05009e-05
0.201	9.15044e-06	2.07280e-05
0.202	6.60191e-06	2.01999e-05
0.203	8.26267e-06	2.06908e-05
0.204	9.12640e-06	2.32536e-05
0.205	5.81410e-06	2.31146e-05
0.206	5.71380e-06	2.26893e-05
0.207	9.74675e-06	2.45430e-05
0.208	6.71160e-06	2.39945e-05
0.209	6.60187e-06	2.48321e-05
0.210	1.00924e-05	2.53997e-05
0.211	8.84428e-06	2.49263e-05
0.212	5.99789e-06	2.69123e-05
0.213	8.78932e-06	2.53450e-05
0.214	8.27010e-06	2.49021e-05
0.215	7.61885e-06	2.61381e-05
0.216	9.66164e-06	2.66450e-05
0.217	9.65385e-06	2.74869e-05
0.218	6.38436e-06	2.60863e-05
0.219	1.01608e-05	2.83504e-05
0.220	6.72506e-06	2.77851e-05
0.221	7.46565e-06	3.03428e-05
0.222	1.01509e-05	3.08767e-05
0.223	9.65803e-06	2.95927e-05
0.224	7.49460e-06	3.11862e-05
0.225	1.28358e-05	3.26738e-05
0.226	6.36239e-06	3.07176e-05
