"","Top Ave. (C)","Upstream leg Ave. (C)","Downstream leg Ave. (C)","Lower Ave. (C)"
"30:18:00","22.482","22.580","22.585","22.372"
"30:19:00","22.482","22.579","22.585","22.374"
"30:20:00","22.485","22.578","22.588","22.376"
"30:20:00","22.485","22.578","22.588","22.376"
"30:21:00","22.489","22.580","22.589","22.378"
"30:22:00","22.491","22.583","22.592","22.381"
"30:23:00","22.493","22.581","22.590","22.380"
"30:24:00","22.492","22.581","22.592","22.382"
"30:25:00","22.494","22.582","22.594","22.385"
"30:26:00","22.497","22.580","22.593","22.387"
"30:27:00","22.496","22.578","22.591","22.389"
"30:28:00","22.497","22.578","22.594","22.392"
"30:29:00","22.498","22.582","22.597","22.393"
"30:30:00","22.502","22.582","22.597","22.396"
"30:31:00","22.506","22.584","22.599","22.398"
"30:32:00","22.507","22.584","22.603","22.401"
"30:33:00","22.507","22.585","22.599","22.402"
"30:34:00","22.503","22.586","22.599","22.405"
"30:35:00","22.507","22.586","22.602","22.405"
"30:36:00","22.505","22.585","22.600","22.405"
"30:37:00","22.503","22.588","22.599","22.405"
"30:38:00","22.505","22.585","22.598","22.405"
"30:39:00","22.506","22.584","22.601","22.408"
"30:40:00","22.504","22.591","22.601","22.409"
"30:40:00","22.504","22.591","22.601","22.409"
"30:41:00","22.509","22.594","22.606","22.410"
"30:42:00","22.509","22.590","22.606","22.411"
"30:43:00","22.511","22.590","22.605","22.413"
"30:44:00","22.509","22.586","22.605","22.414"
"30:45:00","22.511","22.586","22.604","22.416"
"30:46:00","22.514","22.588","22.608","22.415"
"30:47:00","22.514","22.587","22.606","22.416"
"30:48:00","22.513","22.587","22.605","22.418"
"30:49:00","22.514","22.588","22.605","22.419"
"30:50:00","22.516","22.593","22.609","22.422"
"30:51:00","22.515","22.593","22.610","22.422"
"30:52:00","22.513","22.590","22.606","22.424"
"30:53:00","22.511","22.586","22.603","22.422"
"30:54:00","22.510","22.588","22.604","22.422"
"30:55:00","22.512","22.591","22.607","22.423"
"30:56:00","22.510","22.590","22.608","22.423"
"30:57:00","22.511","22.587","22.606","22.424"
"30:58:00","22.513","22.587","22.603","22.425"
"30:59:00","22.512","22.586","22.605","22.427"
"31:00:00","22.510","22.583","22.602","22.426"
"31:00:00","22.510","22.583","22.602","22.426"
"31:01:00","22.514","22.587","22.603","22.428"
"31:02:00","22.514","22.588","22.605","22.427"
"31:03:00","22.515","22.583","22.604","22.431"
"31:04:00","22.516","22.580","22.604","22.430"
"31:05:00","22.512","22.580","22.600","22.428"
"31:06:00","22.512","22.582","22.602","22.431"
"31:07:00","22.516","22.587","22.605","22.434"
"31:08:00","22.518","22.590","22.605","22.433"
"31:09:00","22.519","22.592","22.608","22.435"
"31:10:00","22.519","22.590","22.609","22.436"
"31:11:00","22.521","22.593","22.610","22.435"
"31:12:00","22.524","22.595","22.611","22.438"
"31:13:00","22.523","22.595","22.615","22.438"
"31:14:00","22.522","22.596","22.613","22.438"
"31:15:00","22.518","22.594","22.610","22.439"
"31:16:00","22.519","22.596","22.612","22.440"
"31:17:00","22.520","22.598","22.613","22.440"
"31:18:00","22.521","22.598","22.613","22.441"
"31:19:00","22.522","22.595","22.613","22.443"
"31:20:00","22.522","22.595","22.613","22.442"
"31:20:00","22.522","22.595","22.613","22.442"
"31:21:00","22.524","22.591","22.613","22.441"
"31:22:00","22.523","22.589","22.612","22.442"
"31:23:00","22.525","22.590","22.613","22.442"
"31:24:00","22.526","22.592","22.614","22.443"
"31:25:00","22.525","22.588","22.612","22.445"
"31:26:00","22.526","22.589","22.612","22.445"
"31:27:00","22.526","22.587","22.613","22.448"
"31:28:00","22.527","22.589","22.613","22.446"
"31:29:00","22.526","22.587","22.613","22.448"
"31:30:00","22.524","22.584","22.611","22.445"
"31:31:00","22.528","22.587","22.611","22.445"
"31:32:00","22.523","22.588","22.610","22.446"
"31:33:00","22.523","22.587","22.609","22.448"
"31:34:00","22.522","22.584","22.609","22.445"
"31:35:00","22.521","22.585","22.606","22.445"
"31:36:00","22.523","22.584","22.607","22.446"
"31:37:00","22.524","22.582","22.608","22.446"
"31:38:00","22.521","22.582","22.607","22.445"
"31:39:00","22.523","22.582","22.605","22.447"
"31:40:00","22.525","22.582","22.607","22.449"
"31:40:00","22.525","22.582","22.607","22.449"
"31:41:00","22.527","22.584","22.608","22.450"
"31:42:00","22.530","22.586","22.610","22.448"
"31:43:00","22.528","22.586","22.611","22.449"
"31:44:00","22.530","22.590","22.611","22.450"
"31:45:00","22.528","22.588","22.608","22.449"
"31:46:00","22.529","22.591","22.611","22.449"
"31:47:00","22.528","22.591","22.610","22.451"
"31:48:00","22.530","22.597","22.614","22.452"
"31:49:00","22.530","22.596","22.615","22.453"
"31:50:00","22.532","22.591","22.615","22.455"
"31:51:00","22.532","22.592","22.615","22.455"
"31:52:00","22.532","22.595","22.615","22.455"
"31:53:00","22.529","22.591","22.613","22.456"
"31:54:00","22.527","22.589","22.610","22.455"
"31:55:00","22.529","22.594","22.614","22.454"
"31:56:00","22.529","22.594","22.613","22.454"
"31:57:00","22.528","22.592","22.614","22.456"
"31:58:00","22.528","22.590","22.613","22.455"
"31:59:00","22.531","22.594","22.618","22.454"
"32:00:00","22.532","22.596","22.618","22.454"
"32:00:00","22.532","22.596","22.618","22.454"
"32:01:00","22.529","22.594","22.618","22.456"
"32:02:00","22.527","22.594","22.617","22.457"
"32:03:00","22.529","22.598","22.620","22.456"
"32:04:00","22.532","22.599","22.621","22.455"
"32:05:00","22.530","22.599","22.616","22.454"
"32:06:00","22.529","22.600","22.619","22.456"
"32:07:00","22.531","22.601","22.618","22.456"
"32:08:00","22.530","22.598","22.619","22.459"
"32:09:00","22.530","22.596","22.618","22.456"
"32:10:00","22.530","22.597","22.615","22.456"
"32:11:00","22.529","22.596","22.618","22.457"
"32:12:00","22.530","22.598","22.618","22.458"
"32:13:00","22.530","22.593","22.615","22.456"
"32:14:00","22.532","22.595","22.617","22.457"
"32:15:00","22.528","22.594","22.614","22.457"
"32:16:00","22.528","22.596","22.617","22.458"
"32:17:00","22.530","22.595","22.617","22.457"
"32:18:00","22.532","22.598","22.618","22.457"
"32:19:00","22.533","22.601","22.623","22.458"
"32:20:00","22.534","22.601","22.622","22.459"
"32:20:00","22.534","22.601","22.622","22.459"
"32:21:00","22.533","22.599","22.620","22.458"
"32:22:00","22.535","22.598","22.621","22.459"
"32:23:00","22.534","22.597","22.619","22.461"
"32:24:00","22.534","22.597","22.620","22.460"
"32:25:00","22.537","22.600","22.624","22.462"
"32:26:00","22.535","22.599","22.624","22.461"
"32:27:00","22.531","22.596","22.621","22.461"
"32:28:00","22.532","22.594","22.616","22.459"
"32:29:00","22.532","22.592","22.617","22.460"
"32:30:00","22.536","22.594","22.619","22.460"
"32:31:00","22.532","22.594","22.619","22.460"
"32:32:00","22.533","22.593","22.618","22.461"
"32:33:00","22.533","22.591","22.618","22.462"
"32:34:00","22.537","22.592","22.618","22.463"
"32:35:00","22.538","22.592","22.619","22.462"
"32:36:00","22.537","22.595","22.621","22.462"
"32:37:00","22.538","22.599","22.622","22.464"
"32:38:00","22.537","22.597","22.621","22.465"
"32:39:00","22.537","22.596","22.622","22.464"
"32:40:00","22.539","22.600","22.623","22.467"
"32:40:00","22.539","22.600","22.623","22.467"
"32:41:00","22.536","22.595","22.619","22.466"
"32:42:00","22.534","22.594","22.616","22.465"
"32:43:00","22.535","22.594","22.619","22.465"
"32:44:00","22.535","22.592","22.615","22.463"
"32:45:00","22.535","22.596","22.618","22.462"
"32:46:00","22.535","22.598","22.620","22.461"
"32:47:00","22.537","22.597","22.622","22.464"
"32:48:00","22.535","22.595","22.621","22.465"
"32:49:00","22.536","22.596","22.621","22.464"
"32:50:00","22.536","22.596","22.620","22.467"
"32:51:00","22.535","22.593","22.620","22.464"
"32:52:00","22.535","22.592","22.617","22.461"
"32:53:00","22.534","22.595","22.618","22.463"
"32:54:00","22.535","22.595","22.617","22.462"
"32:55:00","22.536","22.595","22.618","22.461"
"32:56:00","22.537","22.598","22.620","22.463"
"32:57:00","22.535","22.603","22.620","22.463"
"32:58:00","22.535","22.606","22.623","22.461"
"32:59:00","22.538","22.606","22.625","22.463"
"33:00:00","22.539","22.609","22.627","22.465"
"33:00:00","22.539","22.609","22.627","22.465"
"33:01:00","22.537","22.607","22.627","22.465"
"33:02:00","22.536","22.600","22.623","22.466"
"33:03:00","22.537","22.601","22.623","22.465"
"33:04:00","22.537","22.599","22.623","22.467"
"33:05:00","22.535","22.597","22.620","22.466"
"33:06:00","22.536","22.599","22.621","22.466"
"33:07:00","22.532","22.597","22.619","22.466"
"33:08:00","22.532","22.593","22.614","22.465"
"33:09:00","22.530","22.590","22.614","22.464"
"33:10:00","22.531","22.591","22.616","22.466"
"33:11:00","22.531","22.590","22.615","22.464"
"33:12:00","22.532","22.591","22.616","22.466"
"33:13:00","22.532","22.590","22.615","22.463"
"33:14:00","22.533","22.586","22.614","22.464"
"33:15:00","22.533","22.585","22.613","22.465"
"33:16:00","22.534","22.588","22.616","22.466"
"33:17:00","22.536","22.589","22.616","22.466"
"33:18:00","22.537","22.591","22.620","22.464"
"33:19:00","22.535","22.590","22.615","22.464"
"33:20:00","22.533","22.587","22.613","22.465"
"33:20:00","22.533","22.587","22.613","22.465"
"33:21:00","22.535","22.589","22.615","22.466"
"33:22:00","22.539","22.593","22.616","22.465"
"33:23:00","22.537","22.594","22.618","22.466"
"33:24:00","22.539","22.593","22.618","22.465"
"33:25:00","22.539","22.592","22.619","22.467"
"33:26:00","22.536","22.590","22.616","22.469"
"33:27:00","22.539","22.594","22.621","22.469"
"33:28:00","22.541","22.602","22.622","22.469"
"33:29:00","22.542","22.602","22.623","22.469"
"33:30:00","22.542","22.600","22.624","22.468"
"33:31:00","22.539","22.596","22.621","22.468"
"33:32:00","22.538","22.594","22.619","22.467"
"33:33:00","22.536","22.599","22.621","22.468"
"33:34:00","22.538","22.597","22.621","22.467"
"33:35:00","22.537","22.599","22.620","22.466"
"33:36:00","22.538","22.599","22.621","22.466"
"33:37:00","22.541","22.603","22.624","22.467"
"33:38:00","22.538","22.601","22.621","22.467"
"33:39:00","22.538","22.599","22.619","22.466"
"33:40:00","22.537","22.600","22.621","22.466"
"33:40:00","22.537","22.600","22.621","22.466"
"33:41:00","22.533","22.599","22.618","22.465"
"33:42:00","22.533","22.598","22.620","22.464"
"33:43:00","22.532","22.597","22.618","22.463"
"33:44:00","22.532","22.597","22.619","22.462"
"33:45:00","22.531","22.597","22.616","22.461"
"33:46:00","22.533","22.597","22.617","22.464"
"33:47:00","22.535","22.599","22.620","22.463"
"33:48:00","22.535","22.605","22.621","22.460"
"33:49:00","22.538","22.606","22.624","22.462"
"33:50:00","22.538","22.607","22.623","22.465"
"33:51:00","22.538","22.607","22.625","22.465"
"33:52:00","22.539","22.607","22.626","22.467"
"33:53:00","22.541","22.606","22.626","22.467"
"33:54:00","22.539","22.606","22.626","22.467"
"33:55:00","22.539","22.603","22.626","22.468"
"33:56:00","22.538","22.599","22.624","22.469"
"33:57:00","22.539","22.599","22.625","22.469"
"33:58:00","22.538","22.598","22.622","22.468"
"33:59:00","22.537","22.599","22.621","22.466"
"34:00:00","22.535","22.599","22.620","22.468"
"34:00:00","22.535","22.599","22.620","22.468"
"34:01:00","22.537","22.603","22.621","22.465"
"34:02:00","22.539","22.605","22.624","22.467"
"34:03:00","22.539","22.608","22.625","22.468"
"34:04:00","22.540","22.607","22.626","22.468"
"34:05:00","22.539","22.604","22.625","22.467"
"34:06:00","22.537","22.599","22.624","22.466"
"34:07:00","22.538","22.602","22.626","22.467"
"34:08:00","22.541","22.602","22.626","22.468"
"34:09:00","22.542","22.604","22.627","22.467"
"34:10:00","22.541","22.602","22.624","22.469"
"34:11:00","22.539","22.600","22.625","22.467"
"34:12:00","22.541","22.604","22.625","22.468"
"34:13:00","22.540","22.605","22.628","22.467"
"34:14:00","22.541","22.603","22.626","22.467"
"34:15:00","22.542","22.604","22.625","22.470"
"34:16:00","22.541","22.603","22.625","22.470"
"34:17:00","22.541","22.604","22.623","22.470"
"34:18:00","22.539","22.600","22.621","22.471"
"34:19:00","22.537","22.598","22.621","22.468"
"34:20:00","22.540","22.603","22.623","22.470"
"34:20:00","22.540","22.603","22.623","22.470"
"34:21:00","22.544","22.606","22.626","22.471"
"34:22:00","22.541","22.606","22.627","22.473"
"34:23:00","22.540","22.605","22.627","22.471"
"34:24:00","22.541","22.606","22.625","22.467"
"34:25:00","22.544","22.609","22.628","22.471"
"34:26:00","22.543","22.609","22.628","22.471"
"34:27:00","22.541","22.602","22.625","22.473"
"34:28:00","22.543","22.601","22.625","22.471"
"34:29:00","22.543","22.604","22.627","22.471"
"34:30:00","22.544","22.605","22.629","22.473"
"34:31:00","22.545","22.604","22.630","22.474"
"34:32:00","22.545","22.604","22.629","22.475"
"34:33:00","22.546","22.601","22.627","22.473"
"34:34:00","22.545","22.601","22.628","22.473"
"34:35:00","22.542","22.600","22.628","22.474"
"34:36:00","22.543","22.604","22.628","22.474"
"34:37:00","22.544","22.604","22.628","22.475"
"34:38:00","22.544","22.604","22.630","22.473"
"34:39:00","22.540","22.604","22.625","22.470"
"34:40:00","22.540","22.603","22.626","22.470"
"34:40:00","22.540","22.603","22.626","22.470"
"34:41:00","22.542","22.605","22.625","22.470"
"34:42:00","22.542","22.606","22.629","22.472"
"34:43:00","22.545","22.605","22.630","22.472"
"34:44:00","22.541","22.607","22.630","22.471"
"34:45:00","22.544","22.604","22.625","22.472"
"34:46:00","22.543","22.604","22.625","22.471"
"34:47:00","22.540","22.603","22.624","22.471"
"34:48:00","22.539","22.604","22.626","22.471"
"34:49:00","22.540","22.608","22.626","22.471"
"34:50:00","22.539","22.606","22.625","22.470"
"34:51:00","22.540","22.604","22.623","22.470"
"34:52:00","22.543","22.604","22.625","22.473"
"34:53:00","22.544","22.602","22.625","22.470"
"34:54:00","22.541","22.599","22.623","22.471"
"34:55:00","22.541","22.602","22.623","22.470"
"34:56:00","22.542","22.602","22.624","22.473"
"34:57:00","22.539","22.604","22.623","22.473"
"34:58:00","22.540","22.602","22.622","22.472"
"34:59:00","22.540","22.605","22.624","22.472"
"35:00:00","22.543","22.604","22.625","22.473"
"35:00:00","22.543","22.604","22.625","22.473"
"35:01:00","22.543","22.604","22.626","22.471"
"35:02:00","22.541","22.600","22.622","22.472"
"35:03:00","22.541","22.603","22.623","22.469"
"35:04:00","22.543","22.604","22.626","22.471"
"35:05:00","22.541","22.604","22.625","22.473"
"35:06:00","22.539","22.601","22.619","22.470"
"35:07:00","22.540","22.602","22.622","22.472"
"35:08:00","22.542","22.601","22.622","22.471"
"35:09:00","22.543","22.602","22.623","22.471"
"35:10:00","22.542","22.605","22.624","22.470"
"35:11:00","22.544","22.608","22.628","22.469"
"35:12:00","22.543","22.609","22.628","22.471"
"35:13:00","22.542","22.607","22.628","22.471"
"35:14:00","22.542","22.608","22.627","22.470"
"35:15:00","22.545","22.612","22.631","22.471"
"35:16:00","22.544","22.613","22.630","22.471"
"35:17:00","22.546","22.616","22.634","22.471"
"35:18:00","22.545","22.614","22.634","22.471"
"35:19:00","22.548","22.616","22.636","22.472"
"35:20:00","22.548","22.619","22.637","22.473"
"35:20:00","22.548","22.619","22.637","22.473"
"35:21:00","22.547","22.618","22.636","22.472"
"35:22:00","22.549","22.615","22.638","22.472"
"35:23:00","22.550","22.619","22.639","22.473"
"35:24:00","22.550","22.622","22.640","22.473"
"35:25:00","22.549","22.617","22.638","22.475"
"35:26:00","22.546","22.616","22.635","22.474"
"35:27:00","22.546","22.614","22.635","22.474"
"35:28:00","22.545","22.611","22.633","22.474"
"35:29:00","22.544","22.612","22.631","22.473"
"35:30:00","22.545","22.614","22.634","22.473"
"35:31:00","22.545","22.613","22.632","22.473"
"35:32:00","22.543","22.612","22.633","22.474"
"35:33:00","22.546","22.613","22.635","22.475"
"35:34:00","22.545","22.615","22.636","22.474"
"35:35:00","22.544","22.614","22.633","22.474"
"35:36:00","22.544","22.608","22.631","22.473"
"35:37:00","22.544","22.607","22.629","22.474"
"35:38:00","22.543","22.605","22.628","22.473"
"35:39:00","22.545","22.608","22.630","22.475"
"35:40:00","22.546","22.605","22.631","22.472"
"35:40:00","22.546","22.605","22.631","22.472"
"35:41:00","22.544","22.607","22.632","22.477"
"35:42:00","22.546","22.609","22.632","22.476"
"35:43:00","22.543","22.608","22.628","22.474"
"35:44:00","22.543","22.608","22.628","22.472"
"35:45:00","22.545","22.611","22.631","22.472"
"35:46:00","22.545","22.607","22.629","22.472"
"35:47:00","22.542","22.607","22.626","22.470"
"35:48:00","22.542","22.604","22.628","22.474"
"35:49:00","22.543","22.604","22.628","22.472"
"35:50:00","22.543","22.604","22.628","22.472"
"35:51:00","22.540","22.600","22.625","22.473"
"35:52:00","22.542","22.601","22.626","22.474"
"35:53:00","22.544","22.603","22.624","22.472"
"35:54:00","22.542","22.600","22.625","22.474"
"35:55:00","22.545","22.602","22.625","22.474"
"35:56:00","22.548","22.605","22.627","22.475"
"35:57:00","22.546","22.610","22.626","22.473"
"35:58:00","22.547","22.607","22.630","22.475"
"35:59:00","22.546","22.611","22.632","22.476"
"36:00:00","22.546","22.614","22.632","22.475"
"36:00:00","22.546","22.614","22.632","22.475"
"36:01:00","22.547","22.615","22.636","22.478"
"36:02:00","22.550","22.621","22.636","22.477"
"36:03:00","22.547","22.616","22.632","22.475"
"36:04:00","22.548","22.615","22.632","22.477"
"36:05:00","22.548","22.616","22.634","22.476"
"36:06:00","22.547","22.612","22.631","22.476"
"36:07:00","22.545","22.613","22.631","22.475"
"36:08:00","22.547","22.613","22.633","22.477"
"36:09:00","22.550","22.613","22.633","22.475"
"36:10:00","22.549","22.614","22.636","22.474"
"36:11:00","22.547","22.616","22.634","22.474"
"36:12:00","22.543","22.613","22.632","22.473"
"36:13:00","22.543","22.611","22.631","22.471"
"36:14:00","22.548","22.618","22.635","22.474"
"36:15:00","22.548","22.619","22.635","22.474"
"36:16:00","22.545","22.617","22.633","22.473"
"36:17:00","22.549","22.615","22.636","22.475"
"36:18:00","22.548","22.615","22.635","22.476"
"36:19:00","22.550","22.616","22.637","22.475"
"36:20:00","22.548","22.618","22.638","22.475"
"36:20:00","22.548","22.618","22.638","22.475"
"36:21:00","22.547","22.617","22.637","22.476"
"36:22:00","22.546","22.616","22.635","22.473"
"36:23:00","22.546","22.615","22.633","22.475"
"36:24:00","22.548","22.614","22.634","22.474"
"36:25:00","22.546","22.615","22.633","22.474"
"36:26:00","22.547","22.610","22.632","22.476"
"36:27:00","22.549","22.610","22.630","22.476"
"36:28:00","22.549","22.610","22.633","22.473"
"36:29:00","22.549","22.611","22.632","22.475"
"36:30:00","22.547","22.610","22.631","22.476"
"36:31:00","22.545","22.612","22.632","22.475"
"36:32:00","22.548","22.611","22.634","22.475"
"36:33:00","22.551","22.613","22.634","22.478"
"36:34:00","22.551","22.614","22.635","22.479"
"36:35:00","22.550","22.616","22.635","22.478"
"36:36:00","22.551","22.613","22.636","22.479"
"36:37:00","22.551","22.614","22.637","22.476"
"36:38:00","22.553","22.617","22.639","22.476"
"36:39:00","22.551","22.617","22.638","22.477"
"36:40:00","22.552","22.618","22.638","22.477"
"36:40:00","22.552","22.618","22.638","22.477"
"36:41:00","22.553","22.623","22.643","22.477"
"36:42:00","22.553","22.618","22.638","22.479"
"36:43:00","22.550","22.613","22.634","22.478"
"36:44:00","22.549","22.611","22.634","22.477"
"36:45:00","22.550","22.613","22.635","22.478"
"36:46:00","22.547","22.612","22.635","22.477"
"36:47:00","22.547","22.613","22.635","22.478"
"36:48:00","22.549","22.615","22.638","22.478"
"36:49:00","22.550","22.617","22.637","22.478"
"36:50:00","22.550","22.618","22.637","22.478"
"36:51:00","22.553","22.621","22.639","22.475"
"36:52:00","22.552","22.620","22.640","22.475"
"36:53:00","22.551","22.620","22.640","22.478"
"36:54:00","22.551","22.617","22.638","22.478"
"36:55:00","22.549","22.615","22.637","22.477"
"36:56:00","22.549","22.617","22.636","22.477"
"36:57:00","22.547","22.612","22.633","22.476"
"36:58:00","22.546","22.613","22.633","22.478"
"36:59:00","22.550","22.619","22.639","22.479"
"37:00:00","22.551","22.621","22.641","22.479"
"37:00:00","22.551","22.621","22.641","22.479"
"37:01:00","22.556","22.623","22.643","22.479"
"37:02:00","22.554","22.621","22.643","22.479"
"37:03:00","22.553","22.620","22.639","22.481"
"37:04:00","22.553","22.621","22.639","22.482"
"37:05:00","22.548","22.612","22.634","22.480"
"37:06:00","22.549","22.611","22.634","22.480"
"37:07:00","22.547","22.611","22.633","22.479"
"37:08:00","22.549","22.612","22.635","22.479"
"37:09:00","22.547","22.617","22.640","22.480"
"37:10:00","22.549","22.620","22.640","22.480"
"37:11:00","22.549","22.616","22.636","22.478"
"37:12:00","22.550","22.618","22.636","22.479"
"37:13:00","22.552","22.618","22.639","22.480"
"37:14:00","22.549","22.617","22.639","22.479"
"37:15:00","22.551","22.620","22.639","22.481"
"37:16:00","22.550","22.620","22.639","22.479"
"37:17:00","22.551","22.619","22.637","22.479"
"37:18:00","22.549","22.616","22.636","22.478"
"37:19:00","22.550","22.617","22.638","22.480"
"37:20:00","22.550","22.618","22.636","22.479"
"37:20:00","22.550","22.618","22.636","22.479"
"37:21:00","22.550","22.616","22.636","22.476"
"37:22:00","22.552","22.617","22.636","22.477"
"37:23:00","22.554","22.619","22.640","22.478"
"37:24:00","22.551","22.617","22.639","22.479"
"37:25:00","22.550","22.613","22.634","22.479"
"37:26:00","22.553","22.614","22.636","22.476"
"37:27:00","22.555","22.616","22.641","22.478"
"37:28:00","22.555","22.615","22.639","22.479"
"37:29:00","22.555","22.617","22.639","22.480"
"37:30:00","22.554","22.617","22.641","22.479"
"37:31:00","22.558","22.622","22.644","22.484"
"37:32:00","22.560","22.630","22.650","22.484"
"37:33:00","22.564","22.637","22.654","22.487"
"37:34:00","22.568","22.638","22.656","22.488"
"37:35:00","22.570","22.645","22.660","22.489"
"37:36:00","22.574","22.649","22.667","22.489"
"37:37:00","22.577","22.657","22.672","22.492"
"37:38:00","22.579","22.659","22.673","22.494"
"37:39:00","22.579","22.664","22.676","22.495"
"37:40:00","22.580","22.668","22.678","22.493"
"37:40:00","22.580","22.668","22.678","22.493"
"37:41:00","22.582","22.672","22.682","22.497"
"37:42:00","22.585","22.674","22.687","22.498"
"37:43:00","22.583","22.672","22.683","22.498"
"37:44:00","22.585","22.673","22.686","22.497"
"37:45:00","22.588","22.678","22.689","22.500"
"37:46:00","22.591","22.680","22.691","22.502"
"37:47:00","22.592","22.681","22.691","22.503"
"37:48:00","22.588","22.679","22.692","22.504"
"37:49:00","22.591","22.681","22.694","22.502"
"37:50:00","22.591","22.681","22.696","22.503"
"37:51:00","22.593","22.680","22.695","22.502"
"37:52:00","22.591","22.680","22.694","22.507"
"37:53:00","22.591","22.678","22.693","22.509"
"37:54:00","22.593","22.679","22.694","22.506"
"37:55:00","22.591","22.681","22.696","22.507"
"37:56:00","22.588","22.675","22.692","22.507"
"37:57:00","22.586","22.672","22.690","22.506"
"37:58:00","22.582","22.668","22.685","22.506"
"37:59:00","22.583","22.667","22.682","22.506"
"38:00:00","22.582","22.665","22.681","22.506"
"38:00:00","22.582","22.665","22.681","22.506"
"38:01:00","22.584","22.667","22.686","22.506"
"38:02:00","22.581","22.665","22.683","22.506"
"38:03:00","22.578","22.657","22.678","22.504"
"38:04:00","22.574","22.654","22.671","22.503"
"38:05:00","22.571","22.649","22.668","22.503"
"38:06:00","22.567","22.638","22.660","22.500"
"38:07:00","22.564","22.632","22.658","22.498"
"38:08:00","22.566","22.629","22.655","22.497"
"38:09:00","22.561","22.625","22.648","22.497"
"38:10:00","22.557","22.617","22.642","22.494"
"38:11:00","22.555","22.621","22.643","22.494"
"38:12:00","22.552","22.615","22.640","22.493"
"38:13:00","22.550","22.611","22.637","22.493"
"38:14:00","22.548","22.611","22.635","22.489"
"38:15:00","22.549","22.609","22.632","22.489"
"38:16:00","22.546","22.599","22.625","22.492"
"38:17:00","22.548","22.591","22.622","22.488"
"38:18:00","22.545","22.589","22.619","22.488"
"38:19:00","22.539","22.588","22.618","22.487"
"38:20:00","22.539","22.585","22.616","22.486"
"38:20:00","22.539","22.585","22.616","22.486"
"38:21:00","22.538","22.583","22.611","22.485"
"38:22:00","22.534","22.580","22.606","22.482"
"38:23:00","22.531","22.575","22.602","22.480"
"38:24:00","22.532","22.574","22.600","22.476"
"38:25:00","22.530","22.571","22.602","22.477"
"38:26:00","22.531","22.572","22.601","22.475"
"38:27:00","22.534","22.569","22.599","22.476"
"38:28:00","22.533","22.568","22.600","22.477"
"38:29:00","22.532","22.570","22.598","22.476"
"38:30:00","22.531","22.570","22.599","22.476"
"38:31:00","22.530","22.571","22.598","22.476"
"38:32:00","22.533","22.573","22.600","22.473"
"38:33:00","22.533","22.574","22.600","22.477"
"38:34:00","22.536","22.574","22.601","22.476"
"38:35:00","22.536","22.578","22.603","22.474"
"38:36:00","22.538","22.581","22.605","22.474"
"38:37:00","22.535","22.579","22.602","22.474"
"38:38:00","22.534","22.581","22.604","22.474"
"38:39:00","22.536","22.580","22.606","22.471"
"38:40:00","22.538","22.584","22.609","22.471"
"38:40:00","22.538","22.584","22.609","22.471"
"38:41:00","22.539","22.586","22.610","22.473"
"38:42:00","22.536","22.587","22.611","22.475"
"38:43:00","22.537","22.590","22.613","22.473"
"38:44:00","22.540","22.595","22.616","22.470"
"38:45:00","22.539","22.597","22.617","22.471"
"38:46:00","22.535","22.595","22.617","22.470"
"38:47:00","22.536","22.596","22.616","22.471"
"38:48:00","22.538","22.604","22.621","22.471"
"38:49:00","22.538","22.601","22.621","22.470"
"38:50:00","22.541","22.604","22.623","22.470"
"38:51:00","22.541","22.607","22.626","22.471"
"38:52:00","22.541","22.608","22.628","22.471"
"38:53:00","22.542","22.607","22.629","22.470"
"38:54:00","22.544","22.611","22.630","22.472"
"38:55:00","22.541","22.612","22.632","22.471"
"38:56:00","22.545","22.615","22.630","22.470"
"38:57:00","22.545","22.616","22.632","22.471"
"38:58:00","22.547","22.616","22.635","22.473"
"38:59:00","22.546","22.611","22.633","22.472"
"39:00:00","22.546","22.615","22.634","22.472"
"39:00:00","22.546","22.615","22.634","22.472"
"39:01:00","22.548","22.618","22.635","22.474"
"39:02:00","22.553","22.619","22.642","22.475"
"39:03:00","22.554","22.622","22.644","22.477"
"39:04:00","22.556","22.626","22.643","22.478"
"39:05:00","22.554","22.625","22.643","22.478"
"39:06:00","22.552","22.624","22.643","22.478"
"39:07:00","22.552","22.624","22.642","22.476"
"39:08:00","22.551","22.623","22.639","22.477"
"39:09:00","22.554","22.623","22.643","22.475"
"39:10:00","22.556","22.623","22.642","22.476"
"39:11:00","22.556","22.622","22.645","22.479"
"39:12:00","22.556","22.622","22.642","22.479"
"39:13:00","22.555","22.622","22.642","22.479"
"39:14:00","22.553","22.623","22.641","22.479"
"39:15:00","22.553","22.621","22.642","22.480"
"39:16:00","22.553","22.618","22.639","22.480"
"39:17:00","22.555","22.622","22.640","22.478"
"39:18:00","22.555","22.623","22.645","22.480"
"39:19:00","22.556","22.625","22.645","22.479"
"39:20:00","22.556","22.624","22.644","22.479"
"39:20:00","22.556","22.624","22.644","22.479"
"39:21:00","22.557","22.630","22.647","22.482"
"39:22:00","22.558","22.629","22.645","22.481"
"39:23:00","22.557","22.625","22.645","22.482"
"39:24:00","22.561","22.632","22.647","22.483"
"39:25:00","22.562","22.635","22.652","22.483"
"39:26:00","22.561","22.634","22.651","22.484"
"39:27:00","22.559","22.634","22.651","22.484"
"39:28:00","22.558","22.633","22.649","22.484"
"39:29:00","22.559","22.632","22.648","22.485"
"39:30:00","22.559","22.633","22.650","22.487"
