"","Top Ave. (C)","Upstream leg Ave. (C)","Downstream leg Ave. (C)","Lower Ave. (C)"
"00:00:00","22.114","22.389","22.340","21.882"
"00:01:00","22.118","22.392","22.343","21.884"
"00:02:00","22.114","22.396","22.344","21.885"
"00:03:00","22.114","22.396","22.345","21.886"
"00:04:00","22.115","22.397","22.349","21.887"
"00:05:00","22.119","22.398","22.350","21.888"
"00:06:00","22.123","22.399","22.354","21.893"
"00:07:00","22.122","22.400","22.353","21.892"
"00:08:00","22.124","22.404","22.356","21.893"
"00:09:00","22.126","22.406","22.358","21.895"
"00:10:00","22.129","22.410","22.357","21.895"
"00:11:00","22.129","22.412","22.364","21.898"
"00:12:00","22.130","22.416","22.364","21.899"
"00:13:00","22.132","22.418","22.368","21.900"
"00:14:00","22.135","22.422","22.369","21.903"
"00:15:00","22.135","22.423","22.371","21.903"
"00:16:00","22.134","22.422","22.373","21.905"
"00:17:00","22.134","22.420","22.372","21.906"
"00:18:00","22.139","22.423","22.376","21.908"
"00:19:00","22.139","22.421","22.375","21.912"
"00:20:00","22.140","22.422","22.372","21.909"
"00:20:00","22.140","22.422","22.372","21.909"
"00:21:00","22.140","22.421","22.374","21.910"
"00:22:00","22.141","22.419","22.374","21.912"
"00:23:00","22.138","22.414","22.370","21.915"
"00:24:00","22.135","22.408","22.364","21.913"
"00:25:00","22.136","22.408","22.364","21.915"
"00:26:00","22.135","22.407","22.365","21.915"
"00:27:00","22.134","22.404","22.361","21.913"
"00:28:00","22.135","22.404","22.362","21.914"
"00:29:00","22.134","22.400","22.358","21.915"
"00:30:00","22.133","22.400","22.357","21.915"
"00:31:00","22.133","22.399","22.357","21.915"
"00:32:00","22.130","22.398","22.354","21.915"
"00:33:00","22.129","22.396","22.350","21.912"
"00:34:00","22.127","22.393","22.349","21.912"
"00:35:00","22.125","22.392","22.350","21.910"
"00:36:00","22.122","22.389","22.347","21.910"
"00:37:00","22.124","22.383","22.345","21.910"
"00:38:00","22.121","22.380","22.340","21.911"
"00:39:00","22.120","22.380","22.340","21.908"
"00:40:00","22.123","22.383","22.339","21.910"
"00:40:00","22.123","22.383","22.339","21.910"
"00:41:00","22.123","22.383","22.343","21.910"
"00:42:00","22.123","22.383","22.342","21.911"
"00:43:00","22.124","22.383","22.338","21.909"
"00:44:00","22.123","22.382","22.340","21.909"
"00:45:00","22.124","22.381","22.340","21.909"
"00:46:00","22.119","22.378","22.335","21.910"
"00:47:00","22.121","22.379","22.336","21.910"
"00:48:00","22.122","22.379","22.337","21.910"
"00:49:00","22.125","22.384","22.339","21.913"
"00:50:00","22.127","22.388","22.344","21.911"
"00:51:00","22.125","22.386","22.342","21.912"
"00:52:00","22.124","22.386","22.342","21.911"
"00:53:00","22.120","22.381","22.340","21.910"
"00:54:00","22.119","22.381","22.340","21.910"
"00:55:00","22.120","22.384","22.339","21.910"
"00:56:00","22.119","22.383","22.340","21.910"
"00:57:00","22.121","22.382","22.339","21.908"
"00:58:00","22.123","22.380","22.337","21.907"
"00:59:00","22.124","22.381","22.339","21.911"
"01:00:00","22.120","22.379","22.337","21.909"
"01:00:00","22.120","22.379","22.337","21.909"
"01:01:00","22.118","22.379","22.335","21.910"
"01:02:00","22.118","22.380","22.337","21.910"
"01:03:00","22.120","22.381","22.336","21.910"
"01:04:00","22.120","22.382","22.336","21.910"
"01:05:00","22.118","22.379","22.334","21.909"
"01:06:00","22.119","22.375","22.333","21.909"
"01:07:00","22.120","22.377","22.334","21.911"
"01:08:00","22.121","22.381","22.337","21.908"
"01:09:00","22.122","22.380","22.336","21.909"
"01:10:00","22.123","22.381","22.338","21.910"
"01:11:00","22.123","22.380","22.337","21.912"
"01:12:00","22.126","22.383","22.341","21.911"
"01:13:00","22.127","22.389","22.343","21.911"
"01:14:00","22.126","22.386","22.343","21.911"
"01:15:00","22.127","22.389","22.342","21.912"
"01:16:00","22.131","22.393","22.345","21.914"
"01:17:00","22.130","22.391","22.343","21.913"
"01:18:00","22.131","22.393","22.348","21.913"
"01:19:00","22.132","22.390","22.347","21.913"
"01:20:00","22.131","22.392","22.349","21.914"
"01:20:00","22.131","22.392","22.349","21.914"
"01:21:00","22.130","22.390","22.347","21.915"
"01:22:00","22.130","22.391","22.348","21.913"
"01:23:00","22.128","22.389","22.348","21.914"
"01:24:00","22.129","22.388","22.345","21.916"
"01:25:00","22.133","22.389","22.348","21.915"
"01:26:00","22.131","22.388","22.347","21.917"
"01:27:00","22.129","22.386","22.346","21.915"
"01:28:00","22.129","22.389","22.348","21.916"
"01:29:00","22.131","22.392","22.350","21.917"
"01:30:00","22.133","22.394","22.350","21.918"
"01:31:00","22.135","22.398","22.356","21.920"
"01:32:00","22.140","22.402","22.357","21.923"
"01:33:00","22.140","22.408","22.362","21.921"
"01:34:00","22.143","22.409","22.363","21.923"
"01:35:00","22.140","22.414","22.365","21.924"
"01:36:00","22.141","22.412","22.366","21.922"
"01:37:00","22.145","22.415","22.368","21.924"
"01:38:00","22.144","22.421","22.371","21.924"
"01:39:00","22.146","22.418","22.372","21.925"
"01:40:00","22.152","22.421","22.374","21.927"
"01:40:00","22.152","22.421","22.374","21.927"
"01:41:00","22.153","22.429","22.378","21.927"
"01:42:00","22.152","22.428","22.378","21.930"
"01:43:00","22.152","22.426","22.377","21.927"
"01:44:00","22.154","22.430","22.379","21.929"
"01:45:00","22.155","22.429","22.379","21.931"
"01:46:00","22.157","22.430","22.382","21.933"
"01:47:00","22.157","22.435","22.384","21.933"
"01:48:00","22.158","22.434","22.384","21.935"
"01:49:00","22.160","22.437","22.389","21.937"
"01:50:00","22.162","22.443","22.395","21.937"
"01:51:00","22.163","22.444","22.396","21.938"
"01:52:00","22.163","22.445","22.397","21.939"
"01:53:00","22.164","22.449","22.400","21.941"
"01:54:00","22.165","22.451","22.401","21.940"
"01:55:00","22.165","22.448","22.400","21.941"
"01:56:00","22.165","22.446","22.397","21.942"
"01:57:00","22.167","22.447","22.399","21.942"
"01:58:00","22.170","22.451","22.402","21.944"
"01:59:00","22.174","22.455","22.405","21.947"
"02:00:00","22.176","22.454","22.407","21.947"
"02:00:00","22.176","22.454","22.407","21.947"
"02:01:00","22.178","22.455","22.410","21.950"
"02:02:00","22.179","22.458","22.409","21.949"
"02:03:00","22.177","22.460","22.412","21.950"
"02:04:00","22.176","22.459","22.414","21.950"
"02:05:00","22.176","22.463","22.415","21.951"
"02:06:00","22.177","22.467","22.418","21.953"
"02:07:00","22.183","22.471","22.419","21.952"
"02:08:00","22.184","22.475","22.425","21.952"
"02:09:00","22.185","22.478","22.426","21.955"
"02:10:00","22.185","22.480","22.430","21.957"
"02:11:00","22.184","22.478","22.428","21.956"
"02:12:00","22.185","22.475","22.426","21.959"
"02:13:00","22.190","22.475","22.425","21.959"
"02:14:00","22.190","22.477","22.424","21.961"
"02:15:00","22.189","22.471","22.424","21.960"
"02:16:00","22.187","22.470","22.424","21.961"
"02:17:00","22.188","22.473","22.426","21.961"
"02:18:00","22.188","22.472","22.425","21.963"
"02:19:00","22.187","22.473","22.422","21.964"
"02:20:00","22.187","22.471","22.421","21.964"
"02:20:00","22.187","22.471","22.421","21.964"
"02:21:00","22.187","22.468","22.422","21.964"
"02:22:00","22.185","22.468","22.419","21.964"
"02:23:00","22.179","22.464","22.415","21.962"
"02:24:00","22.177","22.460","22.412","21.961"
"02:25:00","22.177","22.457","22.409","21.963"
"02:26:00","22.173","22.453","22.407","21.962"
"02:27:00","22.171","22.446","22.402","21.960"
"02:28:00","22.168","22.440","22.397","21.958"
"02:29:00","22.169","22.438","22.396","21.958"
"02:30:00","22.164","22.431","22.388","21.957"
"02:31:00","22.163","22.429","22.385","21.956"
"02:32:00","22.162","22.426","22.384","21.954"
"02:33:00","22.159","22.423","22.379","21.953"
"02:34:00","22.159","22.419","22.377","21.953"
"02:35:00","22.157","22.410","22.371","21.951"
"02:36:00","22.154","22.407","22.369","21.954"
"02:37:00","22.151","22.404","22.365","21.952"
"02:38:00","22.149","22.398","22.360","21.949"
"02:39:00","22.144","22.394","22.356","21.947"
"02:40:00","22.142","22.389","22.349","21.947"
"02:40:00","22.142","22.389","22.349","21.947"
"02:41:00","22.138","22.376","22.341","21.945"
"02:42:00","22.133","22.373","22.337","21.942"
"02:43:00","22.132","22.371","22.335","21.940"
"02:44:00","22.130","22.368","22.331","21.939"
"02:45:00","22.124","22.361","22.326","21.936"
"02:46:00","22.121","22.357","22.321","21.933"
"02:47:00","22.120","22.351","22.318","21.934"
"02:48:00","22.117","22.346","22.313","21.930"
"02:49:00","22.117","22.339","22.307","21.930"
"02:50:00","22.112","22.333","22.306","21.925"
"02:51:00","22.111","22.334","22.301","21.926"
"02:52:00","22.111","22.331","22.299","21.923"
"02:53:00","22.105","22.325","22.297","21.920"
"02:54:00","22.101","22.321","22.291","21.919"
"02:55:00","22.099","22.321","22.291","21.918"
"02:56:00","22.100","22.323","22.289","21.915"
"02:57:00","22.100","22.323","22.289","21.914"
"02:58:00","22.099","22.324","22.289","21.913"
"02:59:00","22.097","22.322","22.288","21.911"
"03:00:00","22.095","22.320","22.285","21.909"
"03:00:00","22.095","22.320","22.285","21.909"
"03:01:00","22.094","22.317","22.283","21.906"
"03:02:00","22.093","22.316","22.282","21.905"
"03:03:00","22.094","22.317","22.283","21.903"
"03:04:00","22.094","22.317","22.281","21.903"
"03:05:00","22.092","22.316","22.281","21.901"
"03:06:00","22.094","22.323","22.283","21.901"
"03:07:00","22.094","22.322","22.285","21.900"
"03:08:00","22.097","22.324","22.285","21.901"
"03:09:00","22.098","22.329","22.290","21.900"
"03:10:00","22.100","22.332","22.294","21.899"
"03:11:00","22.102","22.343","22.299","21.900"
"03:12:00","22.103","22.346","22.301","21.900"
"03:13:00","22.102","22.345","22.300","21.903"
"03:14:00","22.104","22.347","22.305","21.902"
"03:15:00","22.106","22.349","22.306","21.902"
"03:16:00","22.109","22.355","22.311","21.902"
"03:17:00","22.110","22.359","22.313","21.904"
"03:18:00","22.113","22.366","22.319","21.907"
"03:19:00","22.119","22.368","22.323","21.907"
"03:20:00","22.120","22.369","22.323","21.909"
"03:20:00","22.120","22.369","22.323","21.909"
"03:21:00","22.122","22.373","22.327","21.908"
"03:22:00","22.126","22.376","22.331","21.911"
"03:23:00","22.129","22.382","22.335","21.912"
"03:24:00","22.132","22.386","22.337","21.911"
"03:25:00","22.136","22.393","22.344","21.915"
"03:26:00","22.137","22.396","22.348","21.916"
"03:27:00","22.139","22.400","22.349","21.916"
"03:28:00","22.140","22.404","22.352","21.916"
"03:29:00","22.141","22.403","22.351","21.918"
"03:30:00","22.142","22.408","22.358","21.921"
"03:31:00","22.143","22.416","22.362","21.920"
"03:32:00","22.147","22.422","22.367","21.923"
"03:33:00","22.152","22.429","22.373","21.923"
"03:34:00","22.153","22.433","22.376","21.925"
"03:35:00","22.158","22.440","22.381","21.925"
"03:36:00","22.157","22.443","22.387","21.928"
"03:37:00","22.161","22.443","22.388","21.930"
"03:38:00","22.161","22.441","22.388","21.930"
"03:39:00","22.162","22.443","22.390","21.930"
"03:40:00","22.161","22.445","22.393","21.931"
"03:40:00","22.161","22.445","22.393","21.931"
"03:41:00","22.160","22.446","22.394","21.932"
"03:42:00","22.163","22.443","22.392","21.934"
"03:43:00","22.165","22.443","22.395","21.934"
"03:44:00","22.168","22.443","22.395","21.936"
"03:45:00","22.169","22.446","22.397","21.936"
"03:46:00","22.173","22.450","22.399","21.937"
"03:47:00","22.174","22.450","22.403","21.940"
"03:48:00","22.175","22.448","22.404","21.942"
"03:49:00","22.175","22.445","22.402","21.941"
"03:50:00","22.173","22.448","22.401","21.943"
"03:51:00","22.169","22.446","22.399","21.945"
"03:52:00","22.168","22.440","22.394","21.945"
"03:53:00","22.168","22.438","22.393","21.947"
"03:54:00","22.168","22.438","22.394","21.948"
"03:55:00","22.167","22.434","22.393","21.945"
"03:56:00","22.165","22.436","22.390","21.945"
"03:57:00","22.166","22.435","22.390","21.946"
"03:58:00","22.166","22.434","22.391","21.945"
"03:59:00","22.167","22.438","22.391","21.946"
"04:00:00","22.167","22.439","22.392","21.948"
"04:00:00","22.167","22.439","22.392","21.948"
"04:01:00","22.168","22.438","22.394","21.947"
"04:02:00","22.168","22.440","22.393","21.947"
"04:03:00","22.171","22.440","22.392","21.949"
"04:04:00","22.170","22.438","22.393","21.948"
"04:05:00","22.169","22.438","22.392","21.947"
"04:06:00","22.169","22.436","22.392","21.947"
"04:07:00","22.168","22.437","22.393","21.948"
"04:08:00","22.167","22.439","22.395","21.949"
"04:09:00","22.166","22.435","22.391","21.949"
"04:10:00","22.164","22.431","22.391","21.948"
"04:11:00","22.164","22.428","22.390","21.946"
"04:12:00","22.163","22.426","22.387","21.948"
"04:13:00","22.161","22.425","22.385","21.948"
"04:14:00","22.162","22.422","22.384","21.947"
"04:15:00","22.165","22.421","22.383","21.948"
"04:16:00","22.165","22.422","22.382","21.949"
"04:17:00","22.165","22.420","22.378","21.949"
"04:18:00","22.165","22.423","22.381","21.949"
"04:19:00","22.164","22.424","22.381","21.949"
"04:20:00","22.165","22.424","22.384","21.950"
"04:20:00","22.165","22.424","22.384","21.950"
"04:21:00","22.162","22.422","22.381","21.950"
"04:22:00","22.160","22.422","22.379","21.948"
"04:23:00","22.162","22.422","22.376","21.947"
"04:24:00","22.160","22.420","22.374","21.947"
"04:25:00","22.159","22.419","22.375","21.948"
"04:26:00","22.161","22.420","22.378","21.950"
"04:27:00","22.159","22.418","22.375","21.946"
"04:28:00","22.163","22.419","22.377","21.947"
"04:29:00","22.163","22.423","22.379","21.949"
"04:30:00","22.163","22.424","22.379","21.949"
"04:31:00","22.161","22.422","22.376","21.948"
"04:32:00","22.161","22.419","22.375","21.949"
"04:33:00","22.161","22.417","22.374","21.947"
"04:34:00","22.162","22.422","22.377","21.949"
"04:35:00","22.160","22.422","22.379","21.951"
"04:36:00","22.160","22.419","22.377","21.947"
"04:37:00","22.159","22.417","22.373","21.947"
"04:38:00","22.159","22.417","22.373","21.949"
"04:39:00","22.161","22.419","22.376","21.947"
"04:40:00","22.163","22.421","22.380","21.948"
"04:40:00","22.163","22.421","22.380","21.948"
"04:41:00","22.163","22.419","22.380","21.948"
"04:42:00","22.160","22.419","22.379","21.949"
"04:43:00","22.159","22.418","22.377","21.948"
"04:44:00","22.158","22.420","22.378","21.948"
"04:45:00","22.161","22.420","22.379","21.946"
"04:46:00","22.157","22.422","22.377","21.947"
"04:47:00","22.158","22.423","22.376","21.946"
"04:48:00","22.156","22.420","22.377","21.946"
"04:49:00","22.157","22.420","22.378","21.948"
"04:50:00","22.160","22.423","22.378","21.947"
"04:51:00","22.161","22.422","22.377","21.948"
"04:52:00","22.157","22.422","22.377","21.947"
"04:53:00","22.158","22.419","22.374","21.946"
"04:54:00","22.158","22.420","22.376","21.947"
"04:55:00","22.160","22.422","22.377","21.947"
"04:56:00","22.160","22.420","22.375","21.948"
"04:57:00","22.160","22.422","22.377","21.949"
"04:58:00","22.158","22.418","22.374","21.948"
"04:59:00","22.160","22.422","22.378","21.948"
"05:00:00","22.164","22.422","22.378","21.950"
"05:00:00","22.164","22.422","22.378","21.950"
"05:01:00","22.165","22.422","22.380","21.949"
"05:02:00","22.164","22.419","22.376","21.951"
"05:03:00","22.161","22.418","22.377","21.948"
"05:04:00","22.160","22.416","22.374","21.949"
"05:05:00","22.163","22.417","22.374","21.949"
"05:06:00","22.158","22.413","22.372","21.949"
"05:07:00","22.153","22.406","22.365","21.947"
"05:08:00","22.153","22.406","22.368","21.946"
"05:09:00","22.153","22.407","22.367","21.947"
"05:10:00","22.151","22.404","22.364","21.945"
"05:11:00","22.150","22.409","22.366","21.945"
"05:12:00","22.154","22.409","22.368","21.945"
"05:13:00","22.155","22.414","22.370","21.945"
"05:14:00","22.160","22.420","22.376","21.945"
"05:15:00","22.161","22.424","22.380","21.948"
"05:16:00","22.161","22.426","22.382","21.948"
"05:17:00","22.166","22.428","22.382","21.948"
"05:18:00","22.164","22.427","22.382","21.948"
"05:19:00","22.164","22.424","22.379","21.949"
"05:20:00","22.166","22.427","22.382","21.950"
"05:20:00","22.166","22.427","22.382","21.950"
"05:21:00","22.170","22.426","22.384","21.951"
"05:22:00","22.169","22.425","22.379","21.948"
"05:23:00","22.170","22.427","22.383","21.950"
"05:24:00","22.170","22.427","22.384","21.953"
"05:25:00","22.175","22.432","22.387","21.953"
"05:26:00","22.173","22.436","22.391","21.955"
"05:27:00","22.173","22.436","22.391","21.957"
"05:28:00","22.173","22.436","22.391","21.956"
"05:29:00","22.174","22.434","22.390","21.956"
"05:30:00","22.172","22.432","22.390","21.954"
"05:31:00","22.174","22.432","22.388","21.956"
"05:32:00","22.173","22.435","22.388","21.955"
"05:33:00","22.171","22.436","22.391","21.954"
"05:34:00","22.168","22.432","22.387","21.954"
"05:35:00","22.168","22.433","22.390","21.954"
"05:36:00","22.169","22.435","22.389","21.954"
"05:37:00","22.173","22.435","22.390","21.955"
"05:38:00","22.171","22.436","22.393","21.955"
"05:39:00","22.171","22.437","22.393","21.954"
"05:40:00","22.169","22.437","22.393","21.953"
"05:40:00","22.169","22.437","22.393","21.953"
"05:41:00","22.170","22.437","22.390","21.955"
"05:42:00","22.172","22.439","22.394","21.957"
"05:43:00","22.174","22.443","22.397","21.957"
"05:44:00","22.175","22.440","22.396","21.957"
"05:45:00","22.176","22.438","22.393","21.960"
"05:46:00","22.174","22.440","22.395","21.959"
"05:47:00","22.176","22.438","22.394","21.959"
"05:48:00","22.174","22.437","22.392","21.959"
"05:49:00","22.173","22.439","22.392","21.958"
"05:50:00","22.172","22.439","22.391","21.956"
"05:51:00","22.171","22.440","22.394","21.958"
"05:52:00","22.173","22.441","22.395","21.959"
"05:53:00","22.173","22.439","22.395","21.960"
"05:54:00","22.171","22.438","22.393","21.959"
"05:55:00","22.170","22.433","22.390","21.957"
"05:56:00","22.171","22.434","22.393","21.960"
"05:57:00","22.171","22.436","22.390","21.957"
"05:58:00","22.172","22.434","22.391","21.959"
"05:59:00","22.170","22.432","22.390","21.958"
"06:00:00","22.168","22.431","22.391","21.959"
"06:00:00","22.168","22.431","22.391","21.959"
"06:01:00","22.170","22.433","22.389","21.959"
"06:02:00","22.175","22.439","22.393","21.959"
"06:03:00","22.174","22.438","22.394","21.959"
"06:04:00","22.172","22.438","22.392","21.960"
"06:05:00","22.174","22.435","22.390","21.959"
"06:06:00","22.174","22.438","22.391","21.960"
"06:07:00","22.174","22.434","22.391","21.962"
"06:08:00","22.171","22.432","22.388","21.960"
"06:09:00","22.173","22.432","22.389","21.961"
"06:10:00","22.176","22.433","22.390","21.961"
"06:11:00","22.178","22.437","22.394","21.961"
"06:12:00","22.179","22.441","22.397","21.962"
"06:13:00","22.183","22.447","22.402","21.962"
"06:14:00","22.180","22.448","22.403","21.960"
"06:15:00","22.179","22.446","22.399","21.960"
"06:16:00","22.175","22.442","22.398","21.960"
"06:17:00","22.172","22.440","22.393","21.961"
"06:18:00","22.173","22.436","22.391","21.961"
"06:19:00","22.172","22.434","22.387","21.960"
"06:20:00","22.168","22.430","22.386","21.958"
"06:20:00","22.168","22.430","22.386","21.958"
"06:21:00","22.169","22.430","22.387","21.958"
"06:22:00","22.173","22.433","22.387","21.957"
"06:23:00","22.173","22.434","22.389","21.958"
"06:24:00","22.173","22.431","22.391","21.959"
"06:25:00","22.174","22.436","22.394","21.958"
"06:26:00","22.174","22.435","22.393","21.958"
"06:27:00","22.174","22.437","22.392","21.959"
"06:28:00","22.175","22.435","22.393","21.961"
"06:29:00","22.179","22.436","22.394","21.963"
"06:30:00","22.179","22.436","22.394","21.962"
"06:31:00","22.179","22.439","22.394","21.962"
"06:32:00","22.177","22.435","22.393","21.960"
"06:33:00","22.176","22.434","22.390","21.961"
"06:34:00","22.175","22.432","22.391","21.961"
"06:35:00","22.174","22.432","22.389","21.960"
"06:36:00","22.176","22.430","22.387","21.961"
"06:37:00","22.177","22.428","22.388","21.959"
"06:38:00","22.175","22.429","22.388","21.961"
"06:39:00","22.172","22.429","22.387","21.961"
"06:40:00","22.171","22.428","22.385","21.959"
"06:40:00","22.171","22.428","22.385","21.959"
"06:41:00","22.173","22.430","22.389","21.959"
"06:42:00","22.173","22.430","22.389","21.959"
"06:43:00","22.169","22.428","22.387","21.958"
"06:44:00","22.170","22.428","22.387","21.960"
"06:45:00","22.173","22.431","22.391","21.960"
"06:46:00","22.177","22.437","22.394","21.961"
"06:47:00","22.175","22.436","22.394","21.960"
"06:48:00","22.175","22.435","22.394","21.960"
"06:49:00","22.177","22.437","22.396","21.960"
"06:50:00","22.177","22.436","22.394","21.962"
"06:51:00","22.176","22.435","22.392","21.961"
"06:52:00","22.178","22.435","22.392","21.962"
"06:53:00","22.178","22.432","22.392","21.964"
"06:54:00","22.175","22.430","22.390","21.962"
"06:55:00","22.177","22.427","22.388","21.961"
"06:56:00","22.173","22.424","22.387","21.963"
"06:57:00","22.172","22.426","22.387","21.963"
"06:58:00","22.172","22.425","22.385","21.962"
"06:59:00","22.169","22.420","22.383","21.961"
"07:00:00","22.173","22.426","22.386","21.961"
"07:00:00","22.173","22.426","22.386","21.961"
"07:01:00","22.174","22.429","22.387","21.960"
"07:02:00","22.172","22.431","22.386","21.958"
"07:03:00","22.173","22.435","22.389","21.961"
"07:04:00","22.174","22.431","22.388","21.959"
"07:05:00","22.173","22.431","22.388","21.960"
"07:06:00","22.174","22.430","22.391","21.961"
"07:07:00","22.172","22.431","22.390","21.960"
"07:08:00","22.174","22.436","22.393","21.962"
"07:09:00","22.172","22.433","22.391","21.960"
"07:10:00","22.169","22.429","22.387","21.960"
"07:11:00","22.171","22.425","22.385","21.960"
"07:12:00","22.173","22.427","22.385","21.960"
"07:13:00","22.171","22.430","22.386","21.960"
"07:14:00","22.176","22.431","22.388","21.960"
"07:15:00","22.176","22.433","22.386","21.959"
"07:16:00","22.178","22.436","22.390","21.962"
"07:17:00","22.180","22.443","22.396","21.962"
"07:18:00","22.182","22.442","22.397","21.964"
"07:19:00","22.179","22.440","22.395","21.966"
"07:20:00","22.178","22.439","22.394","21.966"
"07:20:00","22.178","22.439","22.394","21.966"
"07:21:00","22.181","22.439","22.394","21.964"
"07:22:00","22.176","22.433","22.390","21.964"
"07:23:00","22.175","22.432","22.386","21.963"
"07:24:00","22.177","22.431","22.387","21.962"
"07:25:00","22.178","22.433","22.390","21.962"
"07:26:00","22.176","22.429","22.388","21.962"
"07:27:00","22.175","22.430","22.387","21.964"
"07:28:00","22.175","22.431","22.388","21.963"
"07:29:00","22.173","22.433","22.390","21.960"
"07:30:00","22.172","22.434","22.390","21.963"
"07:31:00","22.170","22.433","22.387","21.962"
"07:32:00","22.170","22.432","22.386","21.961"
"07:33:00","22.170","22.430","22.383","21.963"
"07:34:00","22.176","22.434","22.391","21.961"
"07:35:00","22.177","22.434","22.391","21.961"
"07:36:00","22.179","22.437","22.395","21.964"
"07:37:00","22.183","22.440","22.398","21.964"
"07:38:00","22.184","22.438","22.396","21.967"
"07:39:00","22.182","22.440","22.394","21.967"
"07:40:00","22.180","22.440","22.395","21.967"
"07:40:00","22.180","22.440","22.395","21.967"
"07:41:00","22.181","22.442","22.395","21.967"
"07:42:00","22.178","22.439","22.395","21.964"
"07:43:00","22.179","22.442","22.395","21.965"
"07:44:00","22.178","22.439","22.394","21.965"
"07:45:00","22.178","22.437","22.392","21.965"
"07:46:00","22.177","22.437","22.394","21.965"
"07:47:00","22.178","22.438","22.394","21.965"
"07:48:00","22.179","22.440","22.395","21.965"
"07:49:00","22.182","22.446","22.401","21.966"
"07:50:00","22.182","22.449","22.402","21.966"
"07:51:00","22.183","22.443","22.397","21.965"
"07:52:00","22.181","22.442","22.396","21.965"
"07:53:00","22.180","22.440","22.396","21.964"
"07:54:00","22.180","22.439","22.393","21.966"
"07:55:00","22.181","22.438","22.394","21.965"
"07:56:00","22.180","22.439","22.394","21.966"
"07:57:00","22.177","22.435","22.390","21.965"
"07:58:00","22.175","22.434","22.392","21.963"
"07:59:00","22.175","22.438","22.393","21.964"
"08:00:00","22.176","22.434","22.394","21.966"
"08:00:00","22.176","22.434","22.394","21.966"
"08:01:00","22.174","22.432","22.389","21.966"
"08:02:00","22.174","22.432","22.388","21.964"
"08:03:00","22.174","22.430","22.389","21.964"
"08:04:00","22.176","22.428","22.391","21.964"
"08:05:00","22.175","22.431","22.390","21.963"
"08:06:00","22.176","22.431","22.389","21.964"
"08:07:00","22.179","22.433","22.390","21.968"
"08:08:00","22.181","22.437","22.393","21.966"
"08:09:00","22.179","22.436","22.393","21.965"
"08:10:00","22.180","22.437","22.393","21.968"
"08:11:00","22.181","22.443","22.395","21.968"
"08:12:00","22.182","22.439","22.396","21.965"
"08:13:00","22.179","22.440","22.395","21.965"
"08:14:00","22.178","22.442","22.398","21.966"
"08:15:00","22.180","22.447","22.398","21.964"
"08:16:00","22.179","22.449","22.398","21.964"
"08:17:00","22.181","22.447","22.399","21.965"
"08:18:00","22.182","22.447","22.400","21.964"
"08:19:00","22.178","22.441","22.396","21.967"
"08:20:00","22.176","22.444","22.399","21.966"
"08:20:00","22.176","22.444","22.399","21.966"
"08:21:00","22.180","22.446","22.402","21.967"
"08:22:00","22.180","22.447","22.400","21.967"
"08:23:00","22.181","22.446","22.400","21.966"
"08:24:00","22.187","22.449","22.402","21.967"
"08:25:00","22.186","22.447","22.404","21.969"
"08:26:00","22.182","22.445","22.402","21.969"
"08:27:00","22.186","22.448","22.404","21.969"
"08:28:00","22.188","22.448","22.403","21.969"
"08:29:00","22.190","22.449","22.405","21.971"
"08:30:00","22.188","22.445","22.402","21.972"
"08:31:00","22.188","22.443","22.402","21.972"
"08:32:00","22.187","22.443","22.401","21.971"
"08:33:00","22.185","22.444","22.402","21.971"
"08:34:00","22.185","22.446","22.403","21.973"
"08:35:00","22.189","22.444","22.402","21.971"
"08:36:00","22.187","22.447","22.404","21.972"
"08:37:00","22.184","22.442","22.402","21.972"
"08:38:00","22.183","22.446","22.405","21.970"
"08:39:00","22.186","22.449","22.407","21.971"
"08:40:00","22.187","22.449","22.406","21.970"
"08:40:00","22.187","22.449","22.406","21.970"
"08:41:00","22.188","22.453","22.408","21.971"
"08:42:00","22.189","22.454","22.408","21.972"
"08:43:00","22.192","22.458","22.410","21.973"
"08:44:00","22.192","22.461","22.413","21.976"
"08:45:00","22.193","22.461","22.414","21.976"
"08:46:00","22.193","22.459","22.414","21.975"
"08:47:00","22.195","22.463","22.416","21.975"
"08:48:00","22.194","22.460","22.414","21.976"
"08:49:00","22.194","22.459","22.412","21.976"
"08:50:00","22.197","22.459","22.415","21.978"
"08:51:00","22.195","22.457","22.414","21.977"
"08:52:00","22.196","22.458","22.414","21.978"
"08:53:00","22.201","22.468","22.420","21.978"
"08:54:00","22.200","22.468","22.422","21.979"
"08:55:00","22.199","22.465","22.419","21.978"
"08:56:00","22.199","22.467","22.418","21.977"
"08:57:00","22.205","22.471","22.421","21.982"
"08:58:00","22.205","22.472","22.423","21.981"
"08:59:00","22.204","22.477","22.426","21.983"
"09:00:00","22.201","22.478","22.427","21.981"
"09:00:00","22.201","22.478","22.427","21.981"
"09:01:00","22.203","22.477","22.428","21.983"
"09:02:00","22.203","22.475","22.426","21.983"
"09:03:00","22.202","22.474","22.423","21.984"
"09:04:00","22.199","22.471","22.423","21.983"
"09:05:00","22.198","22.467","22.417","21.984"
"09:06:00","22.200","22.468","22.419","21.983"
"09:07:00","22.200","22.468","22.421","21.982"
"09:08:00","22.198","22.466","22.421","21.985"
"09:09:00","22.201","22.469","22.422","21.985"
"09:10:00","22.200","22.462","22.419","21.984"
"09:11:00","22.198","22.458","22.415","21.983"
"09:12:00","22.198","22.455","22.415","21.982"
"09:13:00","22.195","22.449","22.409","21.983"
